id,addition,apartment_number,city,country,lat,lon,post_code,street,average_delivery_time,delivery_cost,minimum_order_value,name,owner_id,phone,rating,thumbnail_image_id,full_image_id
155,Parkway,,Hengelo,NL,27.9593333,-82.7996813,,24 Red Cloud Center,20,3.5,11,Abatz,00u262s3jn87lHv5b5d7,+86 (539) 456-1832,1.5,,
156,Trail,,Hengelo,NL,6.4610857,-2.3172324,,6102 Del Mar Circle,17,2.2,2,Aivee,00u262s3jn87lHv5b5d7,+233 (252) 401-4819,3.7,,
157,Parkway,,Hengelo,NL,13.2012186,100.9380801,44110,1106 High Crossing Crossing,19,2.0,11,Digitube,00u262s3jn87lHv5b5d7,+66 (619) 954-4901,1.7,,
158,Pass,,Hengelo,NL,34.527114,108.842622,,59932 Onsgard Center,37,2.7,2,Rhynoodle,00u262s3jn87lHv5b5d7,+86 (848) 720-2186,4.4,,
159,Center,,Hengelo,NL,14.5482727,-89.6618378,20011,6 Di Loreto Place,26,2.3,7,Zoombox,00u262s3jn87lHv5b5d7,+502 (770) 370-2929,4.1,,
160,Trail,,Hengelo,NL,53.42049,16.81504,64-915,887 Duke Park,29,1.8,0,Ailane,00u262s3jn87lHv5b5d7,+48 (463) 265-6893,2.2,,
161,Plaza,,Hengelo,NL,40.7465732,-7.8321881,3505-143,47 Harbort Place,27,3.2,1,Trunyx,00u262s3jn87lHv5b5d7,+351 (571) 956-9626,3.3,,
162,Pass,,Hengelo,NL,45.05752,-77.85702,S4X,21 Messerschmidt Pass,19,2.3,1,Meezzy,00u262s3jn87lHv5b5d7,+1 (939) 142-7321,4.3,,
163,Avenue,,Hengelo,NL,49.879152,15.9316109,538 51,52 Harper Place,23,3.3,11,Yoveo,00u262s3jn87lHv5b5d7,+420 (471) 390-2096,4.4,,
164,Center,,Hengelo,NL,26.6654996,-80.0590804,33405,65 Maywood Court,41,3.1,12,Dazzlesphere,00u262s3jn87lHv5b5d7,+1 (561) 837-9446,4.5,,
165,Drive,,Hengelo,NL,14.6238704,121.1016044,3605,701 Bayside Avenue,31,1.0,12,Brightdog,00u262s3jn87lHv5b5d7,+63 (645) 743-2912,2.9,,
166,Court,,Hengelo,NL,18.578496,108.736289,,2001 Briar Crest Avenue,39,1.7,5,Gevee,00u262s3jn87lHv5b5d7,+86 (153) 440-9002,4.5,,
167,Parkway,,Hengelo,NL,-8.1991972,113.6353431,,14660 Sheridan Road,44,1.8,4,Yodo,00u262s3jn87lHv5b5d7,+62 (406) 384-0292,4.7,,
168,Circle,,Hengelo,NL,11.8215864,-86.1306519,,9 Garrison Lane,23,2.0,2,Devcast,00u262s3jn87lHv5b5d7,+505 (862) 850-8391,2.9,,
169,Crossing,,Hengelo,NL,55.8394689,38.428733,601231,6 Mariners Cove Center,34,3.3,2,Eire,00u262s3jn87lHv5b5d7,+7 (997) 864-9877,3.8,,
170,Terrace,,Hengelo,NL,50.0072402,18.4458999,44-373,91102 Aberg Lane,45,0.0,11,Gevee,00u262s3jn87lHv5b5d7,+48 (645) 947-5510,3.1,,
171,Crossing,,Hengelo,NL,15.6147646,-89.8052964,16012,4181 1st Court,23,1.1,0,Jabbersphere,00u262s3jn87lHv5b5d7,+502 (317) 961-4616,3.9,,
172,Pass,,Hengelo,NL,53.1257,47.2041,607745,4034 Almo Pass,23,2.8,4,Ntags,00u262s3jn87lHv5b5d7,+7 (995) 972-3485,1.1,,
173,Plaza,,Hengelo,NL,51.5320956,17.9737831,63-510,782 Spaight Circle,17,1.7,8,Demizz,00u262s3jn87lHv5b5d7,+48 (363) 827-4259,1.1,,
174,Street,,Hengelo,NL,15.1757062,120.5879653,2010,22 Loomis Avenue,44,2.8,10,Leenti,00u262s3jn87lHv5b5d7,+63 (680) 520-2741,4.1,,
175,Road,,Hengelo,NL,13.98178,43.59547,,1 Elmside Terrace,31,2.2,2,Thoughtbeat,00u262s3jn87lHv5b5d7,+967 (996) 220-6550,1.8,,
176,Place,,Hengelo,NL,59.8509005,17.6300093,751 71,639 Stoughton Junction,29,1.6,2,Topicblab,00u262s3jn87lHv5b5d7,+46 (329) 777-1128,2.5,,
177,Lane,,Hengelo,NL,33.9014372,-4.0271731,,94042 Kennedy Lane,44,2.8,1,Twinder,00u262s3jn87lHv5b5d7,+212 (322) 249-1221,1.9,,
178,Hill,,Hengelo,NL,-8.4432485,20.7301263,,8675 Cottonwood Trail,41,0.3,7,Jaxnation,00u262s3jn87lHv5b5d7,+244 (142) 670-1950,3.2,,
179,Terrace,,Hengelo,NL,6.7954977,79.8746207,10400,66 Susan Place,34,0.4,3,Yambee,00u262s3jn87lHv5b5d7,+94 (773) 331-0862,2.2,,
180,Crossing,,Hengelo,NL,-6.588201,106.804564,,06493 Del Mar Way,35,1.8,5,Abata,00u262s3jn87lHv5b5d7,+62 (802) 898-8729,4.9,,
181,Plaza,,Hengelo,NL,43.6297603,0.5815411,32010 CEDEX,70919 Pepper Wood Plaza,23,0.1,12,Kamba,00u262s3jn87lHv5b5d7,+33 (934) 704-4185,4.2,,
182,Court,,Hengelo,NL,52.5666667,78.9472223,249070,13 Grasskamp Point,41,3.0,0,Divavu,00u262s3jn87lHv5b5d7,+7 (489) 605-7891,2.7,,
183,Trail,,Hengelo,NL,9.2034963,12.4953899,,3 School Center,18,2.0,3,Topicware,00u262s3jn87lHv5b5d7,+234 (457) 499-1380,1.9,,
184,Circle,,Hengelo,NL,41.407302,22.6642592,2432,64 Karstens Point,26,1.4,0,Voonyx,00u262s3jn87lHv5b5d7,+389 (912) 338-8804,4.2,,
185,Pass,,Hengelo,NL,14.6014909,103.0933171,31140,6 Scofield Park,30,0.2,5,Kwilith,00u262s3jn87lHv5b5d7,+66 (328) 422-5259,3.1,,
186,Avenue,,Hengelo,NL,-27.451456,-59.029959,3500,74842 Swallow Avenue,15,3.0,3,Meeveo,00u262s3jn87lHv5b5d7,+54 (570) 472-1536,3.9,,
187,Trail,,Hengelo,NL,52.9369158,-66.9238331,A2V,88541 Shasta Circle,21,1.6,11,Feedbug,00u262s3jn87lHv5b5d7,+1 (629) 587-4649,3.0,,
188,Alley,,Hengelo,NL,41.005341,71.236153,,33 Birchwood Hill,26,1.1,4,Topicshots,00u262s3jn87lHv5b5d7,+998 (474) 932-3607,2.2,,
189,Terrace,,Hengelo,NL,-8.7393595,-35.4562795,55550-000,4 Laurel Trail,44,2.2,12,Oyoba,00u262s3jn87lHv5b5d7,+55 (613) 296-6800,2.5,,
190,Way,,Hengelo,NL,37.8307393,-25.3919027,9625-325,89109 Larry Parkway,18,3.0,1,Jetwire,00u262s3jn87lHv5b5d7,+351 (412) 384-3041,1.1,,
191,Pass,,Hengelo,NL,56.1085807,44.4955531,606488,3 Shelley Crossing,29,1.8,4,Skyndu,00u262s3jn87lHv5b5d7,+7 (992) 868-1276,4.9,,
192,Parkway,,Hengelo,NL,43.4945737,5.8978018,75567 CEDEX 12,277 Weeping Birch Junction,32,0.3,2,Feednation,00u262s3jn87lHv5b5d7,+33 (160) 445-8018,4.1,,
193,Way,,Hengelo,NL,24.488342,110.395104,,171 Eagle Crest Street,30,0.7,5,Realfire,00u262s3jn87lHv5b5d7,+86 (747) 260-1498,4.2,,
194,Street,,Hengelo,NL,29.629057,110.375527,,558 Starling Place,39,0.3,9,Katz,00u262s3jn87lHv5b5d7,+86 (482) 590-6263,4.6,,
195,Parkway,,Hengelo,NL,2.9344837,-75.2809001,410018,08 Novick Way,21,3.5,9,Wordify,00u262s3jn87lHv5b5d7,+57 (964) 771-4721,1.4,,
196,Crossing,,Hengelo,NL,-37.7178812,-72.2374343,,2 Blaine Avenue,39,0.8,8,Dablist,00u262s3jn87lHv5b5d7,+56 (743) 413-2715,2.4,,
197,Point,,Hengelo,NL,1.6408734,-75.4111644,181067,2 Jay Terrace,44,3.1,8,Gigabox,00u262s3jn87lHv5b5d7,+57 (796) 708-1138,1.5,,
198,Point,,Hengelo,NL,40.9192881,-8.4188235,3700-689,78 Charing Cross Center,38,2.8,10,Zoomzone,00u262s3jn87lHv5b5d7,+351 (247) 716-8505,2.4,,
199,Way,,Hengelo,NL,-37.5059062,-72.6737875,,7 Namekagon Court,19,0.8,1,Livetube,00u262s3jn87lHv5b5d7,+56 (881) 158-3897,4.4,,
200,Avenue,,Hengelo,NL,55.5146696,35.8272389,142817,9 Mayfield Trail,41,1.1,11,Oyoloo,00u262s3jn87lHv5b5d7,+7 (370) 521-3465,2.1,,
201,Trail,,Hengelo,NL,37.5943124,127.1295646,,0 Holmberg Court,24,2.5,9,Wikibox,00u262s3jn87lHv5b5d7,+82 (530) 140-3016,2.8,,
202,Parkway,,Hengelo,NL,27.6644011,85.3187914,,51624 Upham Hill,26,2.7,1,Oyondu,00u262s3jn87lHv5b5d7,+977 (474) 188-3146,3.1,,
203,Street,,Hengelo,NL,45.8144238,19.6379551,,34641 Hagan Crossing,23,0.8,12,Meejo,00u262s3jn87lHv5b5d7,+381 (548) 866-5887,2.8,,
204,Pass,,Hengelo,NL,57.9788789,33.243615,175419,40 Kedzie Junction,23,0.8,9,Twimbo,00u262s3jn87lHv5b5d7,+7 (562) 338-7016,4.0,,
205,Way,,Hengelo,NL,50.6417502,21.9038087,37-415,76 Eggendart Hill,42,3.2,5,Flipstorm,00u262s3jn87lHv5b5d7,+48 (523) 263-1475,3.9,,
206,Point,,Hengelo,NL,34.151624,109.323479,,00 New Castle Center,33,1.9,12,Skiba,00u262s3jn87lHv5b5d7,+86 (197) 372-7728,4.7,,
207,Street,,Hengelo,NL,17.8200009,120.4544261,2732,3668 Bartelt Hill,15,2.5,8,Kwimbee,00u262s3jn87lHv5b5d7,+63 (104) 507-5912,3.8,,
208,Pass,,Hengelo,NL,28.074649,119.141473,,47 Weeping Birch Road,33,0.2,0,Zoombeat,00u262s3jn87lHv5b5d7,+86 (462) 919-8682,3.1,,
209,Trail,,Hengelo,NL,9.039263,-75.790511,230507,05 Sutteridge Circle,20,0.8,9,Zoomlounge,00u262s3jn87lHv5b5d7,+57 (514) 905-0179,1.9,,
210,Pass,,Hengelo,NL,13.7399629,108.0954351,,932 Melrose Circle,37,0.2,6,Brainlounge,00u262s3jn87lHv5b5d7,+84 (653) 301-3695,3.4,,
211,Crossing,,Hengelo,NL,56.2674828,54.9252541,452800,60 2nd Street,38,3.2,0,Photobug,00u262s3jn87lHv5b5d7,+7 (601) 451-5151,3.4,,
212,Drive,,Hengelo,NL,29.49574,111.926694,,1 Shasta Court,39,0.3,9,Livetube,00u262s3jn87lHv5b5d7,+86 (805) 470-9213,3.3,,
213,Parkway,,Hengelo,NL,48.9339587,23.1684533,,17057 Main Drive,40,0.8,5,Tavu,00u262s3jn87lHv5b5d7,+380 (942) 374-4438,4.1,,
214,Alley,,Hengelo,NL,50.6261682,13.9528289,403 13,21147 Claremont Court,15,3.0,1,Edgetag,00u262s3jn87lHv5b5d7,+420 (271) 133-2664,4.1,,
215,Park,,Hengelo,NL,40.9463093,68.7512681,,60116 Northwestern Crossing,22,0.0,5,Yambee,00u262s3jn87lHv5b5d7,+998 (105) 487-6612,1.8,,
216,Road,,Hengelo,NL,33.888816,105.82972,,5740 Longview Lane,17,2.6,0,Photobean,00u262s3jn87lHv5b5d7,+86 (806) 107-5405,3.8,,
217,Alley,,Hengelo,NL,-21.9111483,-56.4719928,79260-000,3 John Wall Place,22,1.6,7,Skyvu,00u262s3jn87lHv5b5d7,+55 (714) 570-7385,2.5,,
218,Plaza,,Hengelo,NL,-13.9468358,-39.6724573,45580-000,74 Duke Avenue,20,1.6,5,Fivespan,00u262s3jn87lHv5b5d7,+55 (497) 266-6398,2.3,,
219,Lane,,Hengelo,NL,63.3030414,30.9967709,99871,6128 Roth Park,45,1.0,1,DabZ,00u262s3jn87lHv5b5d7,+358 (272) 162-8870,2.5,,
220,Hill,,Hengelo,NL,39.663147,116.669972,,4 Beilfuss Trail,23,2.7,10,Wordpedia,00u262s3jn87lHv5b5d7,+86 (920) 220-5880,1.3,,
221,Drive,,Hengelo,NL,43.9340953,18.8019069,,10 Lakewood Gardens Lane,31,0.8,6,Thoughtstorm,00u262s3jn87lHv5b5d7,+387 (891) 301-3466,3.8,,
222,Point,,Hengelo,NL,31.7311971,117.2313179,,542 Monument Pass,26,1.3,6,Blogspan,00u262s3jn87lHv5b5d7,+86 (997) 424-8845,2.8,,
223,Place,,Hengelo,NL,34.272117,108.084731,,2 Erie Crossing,40,3.1,6,Lazzy,00u262s3jn87lHv5b5d7,+86 (317) 162-1149,2.1,,
224,Terrace,,Hengelo,NL,35.62231,10.75696,,2 Paget Crossing,36,1.7,0,Ozu,00u262s3jn87lHv5b5d7,+216 (598) 117-2693,4.9,,
225,Way,,Hengelo,NL,50.24979,-118.96904,P7L,7283 Superior Crossing,20,3.4,8,Photolist,00u262s3jn87lHv5b5d7,+1 (998) 723-3440,3.7,,
226,Parkway,,Hengelo,NL,-13.48804,-72.4493789,,22 Shopko Avenue,24,2.1,11,Photofeed,00u262s3jn87lHv5b5d7,+51 (119) 277-3364,1.8,,
227,Terrace,,Hengelo,NL,1.1016277,33.9303991,,1317 Monterey Road,19,1.5,7,Topicstorm,00u262s3jn87lHv5b5d7,+256 (474) 997-0083,4.3,,
228,Place,,Hengelo,NL,0.5471811,-76.1319953,862069,4 Vidon Hill,32,0.9,11,Agimba,00u262s3jn87lHv5b5d7,+57 (769) 681-1858,3.3,,
229,Alley,,Hengelo,NL,38.7102377,-90.3042778,63121,69670 Morning Crossing,35,0.3,0,Topicshots,00u262s3jn87lHv5b5d7,+1 (314) 504-4899,2.6,,
230,Drive,,Hengelo,NL,-6.183459,106.7647475,,672 Lunder Place,16,2.4,12,Yakitri,00u262s3jn87lHv5b5d7,+62 (446) 195-8430,3.8,,
231,Alley,,Hengelo,NL,15.8983567,120.7162377,2442,8389 Dahle Circle,33,3.3,0,Flashdog,00u262s3jn87lHv5b5d7,+63 (236) 460-4142,1.1,,
232,Lane,,Hengelo,NL,35.9329039,10.0219822,,4601 Moulton Center,44,3.1,9,Thoughtbeat,00u262s3jn87lHv5b5d7,+216 (874) 280-2467,1.3,,
233,Alley,,Hengelo,NL,31.2371338,121.498955,,21582 Northport Center,29,1.3,12,Gabvine,00u262s3jn87lHv5b5d7,+86 (423) 468-6349,5.0,,
234,Alley,,Hengelo,NL,35.580996,116.986503,,36944 Vahlen Drive,17,0.1,4,Twinte,00u262s3jn87lHv5b5d7,+86 (929) 816-0785,4.6,,
235,Alley,,Hengelo,NL,32.318255,109.715304,,31723 International Pass,21,0.6,8,Latz,00u262s3jn87lHv5b5d7,+86 (872) 340-1442,1.1,,
236,Avenue,,Hengelo,NL,-9.8415,123.6933,,759 Rowland Pass,33,0.7,1,Skinix,00u262s3jn87lHv5b5d7,+62 (219) 125-5878,2.5,,
237,Parkway,,Hengelo,NL,44.4353271,34.1121629,,782 Maple Trail,19,1.3,8,Katz,00u262s3jn87lHv5b5d7,+380 (404) 399-8915,1.3,,
238,Way,,Hengelo,NL,49.7268111,5.9860637,L-7506,83 Randy Lane,28,1.6,7,Zoomzone,00u262s3jn87lHv5b5d7,+352 (497) 447-5003,2.9,,
239,Parkway,,Hengelo,NL,32.2187771,70.3898483,82001,6 Dorton Drive,23,1.9,3,Podcat,00u262s3jn87lHv5b5d7,+92 (841) 934-4854,2.2,,
240,Plaza,,Hengelo,NL,-14.331296,-170.7269854,96799,749 Sunfield Trail,40,0.8,11,Innojam,00u262s3jn87lHv5b5d7,+1 (799) 819-6868,1.8,,
241,Center,,Hengelo,NL,29.956858,107.209965,,735 Cherokee Lane,39,2.7,1,Kwimbee,00u262s3jn87lHv5b5d7,+86 (426) 141-5690,3.7,,
242,Crossing,,Hengelo,NL,-23.0635314,-54.2134583,36980-000,74 Oneill Avenue,38,1.5,4,Abatz,00u262s3jn87lHv5b5d7,+55 (500) 940-6194,2.5,,
243,Place,,Hengelo,NL,4.398278,-74.828718,252837,96764 Lotheville Way,22,0.8,6,Devpulse,00u262s3jn87lHv5b5d7,+57 (435) 853-2133,3.2,,
244,Street,,Hengelo,NL,28.650072,121.261886,,32739 1st Junction,18,1.6,4,Kwilith,00u262s3jn87lHv5b5d7,+86 (975) 567-3442,2.0,,
245,Trail,,Hengelo,NL,39.3442902,-8.9534587,2040-105,25019 Erie Terrace,33,1.2,3,Rhyzio,00u262s3jn87lHv5b5d7,+351 (213) 450-6596,4.7,,
246,Junction,,Hengelo,NL,42.7282811,-84.5511177,48919,0044 Vernon Park,35,0.7,5,Kazu,00u262s3jn87lHv5b5d7,+1 (517) 956-2876,3.6,,
247,Hill,,Hengelo,NL,40.094835,113.249246,,98361 Ridgeview Plaza,30,0.7,8,Brainsphere,00u262s3jn87lHv5b5d7,+86 (342) 166-4783,3.4,,
248,Street,,Hengelo,NL,12.16219,-68.2713254,,6684 Huxley Place,23,1.1,10,Wikizz,00u262s3jn87lHv5b5d7,+599 (254) 515-3212,1.7,,
249,Center,,Hengelo,NL,28.0178637,-80.7023819,0748,22 Havey Lane,18,2.3,5,Feedbug,00u262s3jn87lHv5b5d7,+64 (949) 982-9407,4.5,,
250,Lane,,Hengelo,NL,57.315861,107.092445,666779,93245 Laurel Pass,38,2.2,8,Cogibox,00u262s3jn87lHv5b5d7,+7 (584) 591-1441,1.8,,
251,Junction,,Hengelo,NL,41.7156359,20.9777418,1239,924 Northfield Plaza,37,3.3,11,Dynabox,00u262s3jn87lHv5b5d7,+389 (535) 733-0304,1.2,,
252,Way,,Hengelo,NL,25.606486,100.267638,,77263 Tomscot Pass,15,0.4,8,Livepath,00u262s3jn87lHv5b5d7,+86 (286) 708-7761,1.3,,
253,Junction,,Hengelo,NL,7.877332,9.7790227,,0083 Logan Lane,22,1.3,8,Twinder,00u262s3jn87lHv5b5d7,+234 (140) 433-1982,5.0,,
254,Hill,,Hengelo,NL,29.879877,121.5390688,,8309 Glacier Hill Center,41,3.2,3,Kwideo,00u262s3jn87lHv5b5d7,+86 (502) 246-8570,4.4,,
255,Alley,,Hengelo,NL,31.57551,35.01223,,06778 Shoshone Junction,32,2.4,2,Cogilith,00u262s3jn87lHv5b5d7,+970 (296) 768-7957,1.0,,
256,Parkway,,Hengelo,NL,30.8337059,35.6160558,,12 Gerald Junction,20,0.8,8,Skinte,00u262s3jn87lHv5b5d7,+962 (493) 243-2338,1.8,,
257,Drive,,Hengelo,NL,28.404102,113.020456,,309 Declaration Park,22,2.6,7,Quimm,00u262s3jn87lHv5b5d7,+86 (176) 835-1428,1.0,,
258,Crossing,,Hengelo,NL,8.5657243,-82.7387601,,5 Hintze Drive,35,3.0,9,Talane,00u262s3jn87lHv5b5d7,+507 (138) 945-8303,4.1,,
259,Park,,Hengelo,NL,45.9891389,-67.2412221,E6G,19 Nevada Plaza,24,1.8,6,Skidoo,00u262s3jn87lHv5b5d7,+1 (344) 656-0981,1.1,,
260,Lane,,Hengelo,NL,-6.9175575,111.5140386,,0 Weeping Birch Way,35,1.8,12,Livetube,00u262s3jn87lHv5b5d7,+62 (792) 645-4551,2.7,,
261,Parkway,,Hengelo,NL,-6.9895044,110.4329118,,1 Hoffman Junction,44,0.1,4,Bubblemix,00u262s3jn87lHv5b5d7,+62 (806) 184-3267,4.3,,
262,Terrace,,Hengelo,NL,15.6658463,120.8360762,3115,2482 Bay Plaza,36,2.4,2,Katz,00u262s3jn87lHv5b5d7,+63 (403) 113-9010,2.2,,
263,Circle,,Hengelo,NL,27.513829,108.223612,,64139 Pleasure Junction,40,1.3,7,Bubblebox,00u262s3jn87lHv5b5d7,+86 (705) 628-7332,1.1,,
264,Plaza,,Hengelo,NL,41.565627,120.453743,,37743 Upham Junction,43,2.0,10,Bubbletube,00u262s3jn87lHv5b5d7,+86 (646) 394-1131,1.9,,
265,Way,,Hengelo,NL,61.337971,40.081276,164051,9147 Glacier Hill Junction,28,1.9,7,Topiczoom,00u262s3jn87lHv5b5d7,+7 (760) 657-2158,2.6,,
266,Hill,,Hengelo,NL,-24.0088421,-46.4124616,11700-000,97551 Clemons Terrace,25,0.6,5,Centidel,00u262s3jn87lHv5b5d7,+55 (587) 921-1407,2.0,,
267,Alley,,Hengelo,NL,-8.605273,116.128038,,90 Crest Line Pass,37,2.2,1,Babbleopia,00u262s3jn87lHv5b5d7,+62 (489) 327-0580,3.2,,
268,Alley,,Hengelo,NL,43.32807,132.08832,694222,84 Hermina Park,23,2.9,11,Skimia,00u262s3jn87lHv5b5d7,+7 (848) 510-3128,1.8,,
269,Court,,Hengelo,NL,9.997591,-66.9511459,,998 Buena Vista Pass,39,1.2,8,Divanoodle,00u262s3jn87lHv5b5d7,+58 (942) 522-3181,1.7,,
270,Center,,Hengelo,NL,23.3659806,103.3969125,,0981 Harper Circle,43,1.0,4,Miboo,00u262s3jn87lHv5b5d7,+86 (624) 855-9834,2.5,,
271,Street,,Hengelo,NL,52.6325793,4.7239896,1804,33709 Vera Point,30,1.9,2,Quimm,00u262s3jn87lHv5b5d7,+31 (392) 842-6343,3.9,,
272,Street,,Hengelo,NL,-30.5652911,17.9904127,8223,28 Schiller Hill,37,1.8,7,Rhybox,00u262s3jn87lHv5b5d7,+27 (659) 627-9072,1.3,,
273,Hill,,Hengelo,NL,57.8852519,25.4597761,,02 Myrtle Junction,30,0.3,5,Wordify,00u262s3jn87lHv5b5d7,+371 (456) 485-7713,2.2,,
274,Park,,Hengelo,NL,-5.0173504,122.8704925,,0894 Mesta Junction,31,1.3,9,Shufflebeat,00u262s3jn87lHv5b5d7,+62 (481) 664-2478,2.8,,
275,Court,,Hengelo,NL,29.04797,105.944081,,8540 Hazelcrest Alley,31,2.5,3,Brainsphere,00u262s3jn87lHv5b5d7,+86 (196) 178-1382,2.6,,
276,Trail,,Hengelo,NL,31.77,-106.43,79999,22798 Springview Drive,17,1.4,11,Realpoint,00u262s3jn87lHv5b5d7,+1 (915) 139-0967,3.8,,
277,Drive,,Hengelo,NL,47.343506,6.309262,25117 CEDEX,76693 Laurel Pass,40,2.8,2,Photolist,00u262s3jn87lHv5b5d7,+33 (378) 903-1164,2.6,,
278,Street,,Hengelo,NL,-6.3503773,106.8974964,,8240 Hintze Alley,20,0.1,7,Twitterwire,00u262s3jn87lHv5b5d7,+62 (567) 625-6285,3.6,,
279,Way,,Hengelo,NL,31.962594,35.065976,,4894 Lukken Avenue,16,3.2,3,Twimm,00u262s3jn87lHv5b5d7,+972 (349) 567-1521,3.5,,
280,Alley,,Hengelo,NL,39.9793657,-75.1253492,19125,85 Scofield Place,36,1.5,5,Yabox,00u262s3jn87lHv5b5d7,+1 (215) 834-2865,4.7,,
281,Road,,Hengelo,NL,14.657758,120.9888316,8507,0581 Quincy Center,42,2.4,8,Dabjam,00u262s3jn87lHv5b5d7,+63 (909) 217-6941,1.6,,
282,Parkway,,Hengelo,NL,0.707531,30.0636349,,717 Arrowood Park,32,2.0,4,Rhynyx,00u262s3jn87lHv5b5d7,+256 (415) 239-9301,2.1,,
283,Trail,,Hengelo,NL,38.0361995,-8.2884236,7900-495,3979 Chinook Plaza,34,0.6,5,Buzzbean,00u262s3jn87lHv5b5d7,+351 (394) 488-9758,1.0,,
284,Crossing,,Hengelo,NL,40.2240899,-7.6500513,6215-205,7 Prairieview Lane,27,1.1,4,Divavu,00u262s3jn87lHv5b5d7,+351 (687) 485-5270,3.0,,
285,Pass,,Hengelo,NL,8.27533,-73.868176,134548,2117 Knutson Terrace,15,1.7,5,Tagfeed,00u262s3jn87lHv5b5d7,+57 (611) 751-5075,1.7,,
286,Pass,,Hengelo,NL,38.3628307,-0.5210565,03005,4172 Northview Place,41,0.6,11,Twiyo,00u262s3jn87lHv5b5d7,+34 (789) 787-6628,3.5,,
287,Place,,Hengelo,NL,40.508339,79.047291,,15534 Almo Drive,39,1.4,0,Linktype,00u262s3jn87lHv5b5d7,+86 (843) 327-7782,3.7,,
288,Alley,,Hengelo,NL,-15.8228377,27.7754515,,45307 Mariners Cove Court,16,2.5,4,Snaptags,00u262s3jn87lHv5b5d7,+260 (334) 501-8414,1.9,,
289,Hill,,Hengelo,NL,45.5178224,20.6883184,,33978 Delaware Alley,15,1.5,11,Zoomlounge,00u262s3jn87lHv5b5d7,+381 (148) 397-6931,2.8,,
290,Alley,,Hengelo,NL,31.137732,121.31929,,2 Westport Place,18,0.1,2,Photolist,00u262s3jn87lHv5b5d7,+86 (308) 725-7407,4.9,,
291,Street,,Hengelo,NL,23.791187,112.299103,,2 Burning Wood Parkway,30,3.1,1,Skyble,00u262s3jn87lHv5b5d7,+86 (746) 357-8377,2.4,,
292,Alley,,Hengelo,NL,40.1394691,-8.3092933,3220-331,4 Arizona Lane,16,2.0,0,Feednation,00u262s3jn87lHv5b5d7,+351 (955) 551-5587,1.7,,
293,Way,,Hengelo,NL,14.5697429,121.0190818,5039,170 Fair Oaks Park,25,2.2,6,Jabbercube,00u262s3jn87lHv5b5d7,+63 (907) 717-3098,3.4,,
294,Alley,,Hengelo,NL,31.267134,120.7062535,,98322 Longview Place,17,2.2,3,Zooxo,00u262s3jn87lHv5b5d7,+86 (311) 428-5387,2.0,,
295,Lane,,Hengelo,NL,52.6435136,4.7270746,1819,8580 Evergreen Terrace,40,2.3,9,Skynoodle,00u262s3jn87lHv5b5d7,+31 (582) 151-1090,3.0,,
296,Alley,,Hengelo,NL,55.8174294,37.3727638,652649,91 Loomis Parkway,16,1.8,3,Npath,00u262s3jn87lHv5b5d7,+7 (767) 436-3692,2.4,,
297,Lane,,Hengelo,NL,-14.4974525,-42.2236477,46300-000,8509 Sachtjen Parkway,35,0.6,1,Avamba,00u262s3jn87lHv5b5d7,+55 (224) 769-2022,2.3,,
298,Drive,,Hengelo,NL,46.9063815,102.7636515,,5 Corben Point,36,0.9,4,Pixoboo,00u262s3jn87lHv5b5d7,+976 (599) 341-0895,2.0,,
299,Road,,Hengelo,NL,35.9132087,128.8189471,,2380 Beilfuss Lane,28,0.4,4,Dablist,00u262s3jn87lHv5b5d7,+82 (640) 167-3965,2.9,,
300,Plaza,,Hengelo,NL,41.1856135,-7.8080717,5050-345,457 Thackeray Terrace,33,1.8,0,Buzzster,00u262s3jn87lHv5b5d7,+351 (551) 286-6029,4.0,,
301,Point,,Hengelo,NL,54.9479093,83.1831386,646575,7145 Maple Wood Crossing,30,0.1,4,Agivu,00u262s3jn87lHv5b5d7,+7 (221) 597-0005,4.6,,
302,Circle,,Hengelo,NL,-8.75815,117.18602,,1 Chinook Place,26,2.8,3,Youbridge,00u262s3jn87lHv5b5d7,+62 (551) 749-6957,1.8,,
303,Circle,,Hengelo,NL,13.7501,121.41492,0906,52255 Barnett Alley,21,2.5,11,Zoombeat,00u262s3jn87lHv5b5d7,+63 (469) 722-1427,3.5,,
304,Drive,,Hengelo,NL,49.8861287,20.608396,32-864,51041 Hagan Center,38,2.0,10,Kayveo,00u262s3jn87lHv5b5d7,+48 (352) 995-8208,4.4,,
305,Parkway,,Hengelo,NL,25.0518977,102.6711427,,10 Alpine Crossing,35,1.6,4,Tagfeed,00u262s3jn87lHv5b5d7,+86 (139) 976-7290,3.9,,
306,Circle,,Hengelo,NL,10.3793903,106.4541903,,68 Towne Junction,43,0.2,2,Zoomcast,00u262s3jn87lHv5b5d7,+84 (756) 745-7964,4.5,,
307,Parkway,,Hengelo,NL,9.1192516,4.8261424,,0 Schurz Avenue,43,1.8,9,Dabtype,00u262s3jn87lHv5b5d7,+234 (169) 808-9695,2.3,,
308,Road,,Hengelo,NL,15.4964006,108.2614775,,74922 Vidon Terrace,36,0.2,2,Ntag,00u262s3jn87lHv5b5d7,+84 (183) 924-2688,2.2,,
309,Parkway,,Hengelo,NL,5.9532298,101.6954435,96190,2842 Brentwood Trail,31,0.9,8,Midel,00u262s3jn87lHv5b5d7,+66 (695) 847-8008,1.5,,
